Name,City,Country,IATA,ICAO,Latitude,Longitude,Altitude,Timezone,DST,Tz_timezone
Antwerp International Airport (Deurne),Antwerp,Belgium,ANR,EBAW,51.18939972,4.460279942,39,1,E,Europe/Brussels
Anuradhapura Air Force Base,Anuradhapura,Sri Lanka,ACJ,VCCA,8.30148983,80.42790222,324,5.5,U,Asia/Colombo
Anvik Airport,Anvik,United States,ANV,PANV,62.646702,-160.190994,291,-9,A,America/Anchorage
Aomori Airport,Aomori,Japan,AOJ,RJSA,40.73469925,140.6909943,664,9,U,Asia/Tokyo
Aosta Airport,Aosta,Italy,AOT,LIMW,45.738499,7.36872,1791,1,E,Europe/Rome
Apataki Airport,Apataki,French Polynesia,APK,NTGD,-15.5736,-146.414993,8,-10,U,Pacific/Tahiti
Appleton International Airport,Appleton,United States,ATW,KATW,44.2580986,-88.51909637,918,-6,A,America/Chicago
Aqaba King Hussein International Airport,Aqaba,Jordan,AQJ,OJAQ,29.61160088,35.01810074,175,2,E,Asia/Amman
Araçatuba Airport,Aracatuba,Brazil,ARU,SBAU,-21.1413002,-50.42470169,1361,-3,S,America/Sao_Paulo
Arad International Airport,Arad,Romania,ARW,LRAR,46.17660141,21.26199913,352,2,E,Europe/Bucharest
Arak Airport,Arak,Iran,AJK,OIHR,34.13809967,49.84730148,5440,3.5,E,Asia/Tehran
Arar Domestic Airport,Arar,Saudi Arabia,RAE,OERR,30.90660095,41.13819885,1813,3,U,Asia/Riyadh
Araracuara Airport,Araracuara,Colombia,ACR,SKAC,-0.5833,-72.4083,1250,-5,U,America/Bogota
Araraquara Airport,Araracuara,Brazil,AQA,SBAQ,-21.81200027,-48.13299942,2334,-3,S,America/Sao_Paulo
Araxos Airport,Patras,Greece,GPA,LGRX,38.1511,21.4256,46,2,E,Europe/Athens
Arba Minch Airport,Arba Minch,Ethiopia,AMH,HAAM,6.039390087,37.59049988,3901,3,U,Africa/Addis_Ababa
Arboga Airport,Arboga,Sweden,\N,ESQO,59.38660049,15.92409992,33,1,E,Europe/Stockholm
Arcachon-La Teste-de-Buch Airport,Arcachon,France,\N,LFCH,44.596401,-1.11083,49,1,E,Europe/Paris
Arctic Village Airport,Arctic Village,United States,ARC,PARC,68.1147,-145.578995,2092,-9,A,America/Anchorage
Ardabil Airport,Ardabil,Iran,ADU,OITL,38.32569885,48.42440033,4315,3.5,E,Asia/Tehran
Ardmore Airport,Ardmore,New Zealand,AMZ,NZAR,-37.02970123,174.9730072,111,12,Z,Pacific/Auckland
Ardmore Municipal Airport,Ardmore,United States,ADM,KADM,34.30301,-97.0196342,777,-6,A,America/Chicago
Åre Östersund Airport,Östersund,Sweden,OSD,ESNZ,63.19440079,14.50030041,1233,1,E,Europe/Stockholm
Area De Material Airport,Rio Cuarto,Argentina,RCU,SAOC,-33.08509827,-64.26129913,1380,-3,N,America/Cordoba
Arenal Airport,La Fortuna/San Carlos,Costa Rica,FON,MRAN,10.478,-84.634499,342,-6,U,America/Costa_Rica
Argyle Airport,Argyle,Australia,GYL,YARG,-16.6369,128.451004,522,8,O,Australia/Perth
Argyle International Airport,Kingstown,Saint Vincent and the Grenadines,SVD,TVSA,13.156695,-61.149945,136,-4,U,America/St_Vincent
Arkansas International Airport,Blytheville,United States,BYH,KBYH,35.96429825,-89.94400024,254,-6,A,America/Chicago
Armidale Airport,Armidale,Australia,ARM,YARM,-30.52809906,151.6170044,3556,10,O,Australia/Sydney
Armilla Air Base,Granada,Spain,\N,LEGA,37.1332016,-3.63568997,2297,1,E,Europe/Madrid
Armstrong Airport,Armstrong,Canada,YYW,CYYW,50.29029846,-88.90969849,1058,-5,A,America/Toronto
Arnold Palmer Regional Airport,Latrobe,United States,LBE,KLBE,40.27590179,-79.40480042,1199,-5,A,America/New_York
Arnsberg-Menden Airport,Arnsberg,Germany,\N,EDLA,51.48389053,7.898333073,794,1,E,Europe/Berlin
Arrachart Airport,Antsiranana,Madagascar,DIE,FMNA,-12.34939957,49.29169846,374,3,U,Indian/Antananarivo
Arroyo Barril Airport,Samana,Dominican Republic,\N,MDAB,19.19860077,-69.42980194,57,-4,U,America/Santo_Domingo
Arthur's Town Airport,Arthur's Town,Bahamas,ATC,MYCA,24.6294,-75.673797,18,-5,U,America/Nassau
Arturo Michelena International Airport,Valencia,Venezuela,VLN,SVVA,10.14973259,-67.92839813,1411,-4,U,America/Caracas
Arua Airport,Arua,Uganda,RUA,HUAR,3.049999952,30.91699982,3951,3,U,Africa/Kampala
Arusha Airport,Arusha,Tanzania,ARK,HTAR,-3.367789984,36.63330078,4550,3,U,Africa/Dar_es_Salaam
Arutua Airport,Arutua,French Polynesia,AXR,NTGU,-15.2482996,-146.6170044,9,-10,U,Pacific/Tahiti
Arvaikheer Airport,Arvaikheer,Mongolia,AVK,ZMAH,46.25030136,102.802002,5932,8,U,Asia/Ulaanbaatar
Arviat Airport,Eskimo Point,Canada,YEK,CYEK,61.09420013,-94.07080078,32,-6,A,America/Winnipeg
Arvidsjaur Airport,Arvidsjaur,Sweden,AJR,ESNX,65.59030151,19.28190041,1245,1,E,Europe/Stockholm
Arvika Airport,Arvika,Sweden,\N,ESKV,59.6759,12.6394,237,1,E,Europe/Stockholm
Arzanah Airport,Arzana,United Arab Emirates,\N,OMAR,24.78050041,52.55989838,15,4,U,Asia/Dubai
Asahikawa Airport,Asahikawa,Japan,AKJ,RJEC,43.67079926,142.4470062,721,9,U,Asia/Tokyo
Asaloyeh Airport,Golbandi,Iran,\N,OIBI,27.4814,52.615501,15,3.5,E,Asia/Tehran
Asheville Regional Airport,Asheville,United States,AVL,KAVL,35.43619919,-82.54180145,2165,-5,A,America/New_York
Ashgabat International Airport,Ashkhabad,Turkmenistan,ASB,UTAA,37.986801,58.361,692,5,U,Asia/Ashgabat
Ashiya Airport,Ashiya,Japan,\N,RJFA,33.8830986,130.6529999,98,9,U,Asia/Tokyo
Asmara International Airport,Asmara,Eritrea,ASM,HHAS,15.29189968,38.91070175,7661,3,U,Africa/Asmera
Asosa Airport,Asosa,Ethiopia,ASO,HASO,10.01850033,34.5862999,5100,3,U,Africa/Addis_Ababa
Assab International Airport,Assab,Eritrea,ASA,HHSB,13.07180023,42.64500046,46,3,U,Africa/Asmera
Assiut International Airport,Asyut,Egypt,ATZ,HEAT,27.04649925,31.01199913,772,2,U,Africa/Cairo
Astana International Airport,Tselinograd,Kazakhstan,TSE,UACC,51.02220154,71.46690369,1165,6,U,Asia/Qyzylorda
Ástor Piazzola International Airport,Mar Del Plata,Argentina,MDQ,SAZM,-37.9342,-57.5733,72,-3,N,America/Buenos_Aires
Astrakhan Airport,Astrakhan,Russia,ASF,URWA,46.28329849,48.00630188,-65,4,N,Europe/Samara
Asturias Airport,Aviles,Spain,OVD,LEAS,43.56359863,-6.034619808,416,1,E,Europe/Madrid
Astypalaia Airport,Astypalaia,Greece,JTY,LGPL,36.57989883,26.37579918,165,2,E,Europe/Athens
Aswan International Airport,Aswan,Egypt,ASW,HESN,23.96439934,32.81999969,662,2,U,Africa/Cairo
Atahualpa Airport,Ibarra,Ecuador,\N,SEIB,0.3384189904,-78.13639832,7304,-5,U,America/Guayaquil
Ataq Airport,Ataq,Yemen,AXK,OYAT,14.55130005,46.82619858,3735,3,U,Asia/Aden
Atar International Airport,Atar,Mauritania,ATR,GQPA,20.5067997,-13.04319954,734,0,N,Africa/Nouakchott
Atatürk International Airport,Istanbul,Turkey,ISL,LTBA,40.976898,28.8146,163,3,E,Europe/Istanbul
Atbara Airport,Atbara,Sudan,ATB,HSAT,17.71034431,34.05701828,1181,3,U,Africa/Khartoum
Athen Helenikon Airport,Athens,Greece,HEW,LGAT,37.893299,23.726101,69,2,E,Europe/Athens
Athens Ben Epps Airport,Athens,United States,AHN,KAHN,33.94860077,-83.32630157,808,-5,A,America/New_York
Atikokan Municipal Airport,Atikokan,Canada,YIB,CYIB,48.77389908,-91.63860321,1408,-5,A,America/Coral_Harbour
Atlantic City International Airport,Atlantic City,United States,ACY,KACY,39.45759964,-74.57720184,75,-5,A,America/New_York
Atlas Brasil Cantanhede Airport,Boa Vista,Brazil,BVB,SBBV,2.841388941,-60.6922226,276,-4,S,America/Boa_Vista
Atqasuk Edward Burnell Sr Memorial Airport,Atqasuk,United States,ATK,PATQ,70.46730042,-157.4360046,96,-9,A,America/Anchorage
Atsugi Naval Air Facility,Atsugi,Japan,NJA,RJTA,35.45460129,139.4499969,205,9,U,Asia/Tokyo
Attawapiskat Airport,Attawapiskat,Canada,YAT,CYAT,52.92750168,-82.43190002,31,-5,A,America/Toronto
Atyrau Airport,Atyrau,Kazakhstan,GUW,UATG,47.12189865,51.82139969,-72,5,U,Asia/Oral
Aubenas-Ardèche Méridional Airport,Aubenas-vals-lanas,France,OBS,LFHO,44.544203,4.372192,923,1,E,Europe/Paris
Aubigny-sur-Nère Airport,Aubigny-sur-nere,France,\N,LFEH,47.480556,2.394167,630,1,E,Europe/Paris
Auch-Lamothe Airport,Auch,France,\N,LFDH,43.687801,0.601667,411,1,E,Europe/Paris
Auckland International Airport,Auckland,New Zealand,AKL,NZAA,-37.0080986,174.7920074,23,12,Z,Pacific/Auckland
Augsburg Airport,Augsburg,Germany,AGB,EDMA,48.425278,10.931667,1516,1,E,Europe/Berlin
Augusta Regional At Bush Field,Bush Field,United States,AGS,KAGS,33.36989975,-81.96450043,144,-5,A,America/New_York
Augusta State Airport,Augusta,United States,AUG,KAUG,44.3205986,-69.79730225,352,-5,A,America/New_York
Augusto C. Sandino (Managua) International Airport,Managua,Nicaragua,MGA,MNMG,12.14150047,-86.16819763,194,-6,U,America/Managua
Aupaluk Airport,Aupaluk,Canada,YPJ,CYLA,59.29669952,-69.59970093,119,-5,A,America/Toronto
Aurangabad Airport,Aurangabad,India,IXU,VAAU,19.86269951,75.39810181,1911,5.5,N,Asia/Calcutta
Aurillac Airport,Aurillac,France,AUR,LFLW,44.89139938,2.421940088,2096,1,E,Europe/Paris
Aurukun Airport,Aurukun,Australia,AUU,YAUR,-13.354067,141.72065,31,10,O,Australia/Brisbane
Austin Bergstrom International Airport,Austin,United States,AUS,KAUS,30.19449997,-97.66989899,542,-6,A,America/Chicago
Austin Straubel International Airport,Green Bay,United States,GRB,KGRB,44.48509979,-88.12960052,695,-6,A,America/Chicago
Autun-Bellevue Airport,Autun,France,\N,LFQF,46.96730042,4.260570049,997,1,E,Europe/Paris
Auxerre-Branches Airport,Auxerre,France,AUF,LFLA,47.85020065,3.49710989,523,1,E,Europe/Paris
Avalon Airport,Avalon,Australia,AVV,YMAV,-38.039398,144.468994,35,10,O,Australia/Hobart
Aviador C. Campos Airport,San Martin Des Andes,Argentina,CPC,SAZY,-40.075401,-71.137299,2569,-3,N,America/Argentina/Salta
Aviano Air Base,Aviano,Italy,AVB,LIPA,46.031898,12.596503,410,1,E,Europe/Rome
Avignon-Caumont Airport,Avignon,France,AVN,LFMV,43.90729904,4.901830196,124,1,E,Europe/Paris
Avord (BA 702) Air Base,Avord,France,\N,LFOA,47.053299,2.6325,580,1,E,Europe/Paris
Awang Airport,Cotabato,Philippines,CBO,RPMC,7.165239811,124.2099991,189,8,N,Asia/Manila
Axum Airport,Axum,Ethiopia,AXU,HAAX,14.14680004,38.77280045,6959,3,U,Africa/Addis_Ababa
Ayers Rock Connellan Airport,Uluru,Australia,AYQ,YAYE,-25.1861,130.975998,1626,9.5,N,Australia/Darwin
Babanakira Airport,Mbambanakira,Solomon Islands,MBU,AGGI,-9.74750042,159.8390045,0,11,U,Pacific/Guadalcanal
Babelthuap Airport,Babelthuap,Palau,ROR,PTRO,7.36731,134.544236,176,9,U,Pacific/Palau
Babice Airport,Warsaw,Poland,\N,EPBC,52.26850128,20.9109993,352,1,E,Europe/Warsaw
Babo Airport,Babo,Indonesia,BXB,WASO,-2.532239914,133.4389954,10,9,N,Asia/Jayapura
Bacacheri Airport,Curitiba,Brazil,BFH,SBBI,-25.40509987,-49.23199844,3057,-3,S,America/Sao_Paulo
Bacău Airport,Bacau,Romania,BCM,LRBC,46.52190018,26.9102993,607,2,E,Europe/Bucharest
Bachigualato Federal International Airport,Culiacan,Mexico,CUL,MMCL,24.76449966,-107.4749985,108,-7,S,America/Mazatlan
Baco Airport,Baco,Ethiopia,BCO,HABC,5.78287,36.562,4580,3,U,Africa/Addis_Ababa
Bacolod-Silay Airport,Bacolod,Philippines,BCD,RPVB,10.7764,123.014999,82,8,N,Asia/Manila
Badajoz Airport,Badajoz,Spain,BJZ,LEBZ,38.8913002,-6.82133007,609,1,E,Europe/Madrid
Badr Air Base,Sepah,Iran,\N,OIFP,32.62110138,51.6969986,5242,3.5,E,Asia/Tehran
Badu Island Airport,Badu Island,Australia,BDD,YBAU,-10.14999962,142.1734,14,10,O,Australia/Brisbane
Bafoussam Airport,Bafoussam,Cameroon,BFX,FKKU,5.536920071,10.35459995,4347,1,N,Africa/Douala
Bagabag Airport,Bagabag,Philippines,\N,RPUZ,16.6192,121.251999,820,8,N,Asia/Manila
Bagan Airport,Bagan,Burma,NYU,VYBG,21.17880058,94.93019867,312,6.5,U,Asia/Rangoon
Bagdogra Airport,Baghdogra,India,IXB,VEBD,26.68120003,88.32859802,412,5.5,N,Asia/Calcutta
Baghdad International Airport,Baghdad,Iraq,BGW,ORBI,33.26250076,44.23460007,114,3,U,Asia/Baghdad
Bagnoles-de-l'Orne-Couterne Airport,Bagnole-de-l'orne,France,\N,LFAO,48.54579926,-0.3874439895,718,1,E,Europe/Paris
Bahawalpur Airport,Bahawalpur,Pakistan,BHV,OPBW,29.34810066,71.71800232,392,5,N,Asia/Karachi
Bahia - Jorge Amado Airport,Ilheus,Brazil,IOS,SBIL,-14.81599998,-39.03319931,15,-3,S,America/Fortaleza
Bahías de Huatulco International Airport,Huatulco,Mexico,HUX,MMBT,15.7753,-96.262604,464,-6,S,America/Mexico_City
Bahir Dar Airport,Bahar Dar,Ethiopia,BJR,HABD,11.60809994,37.32160187,5978,3,U,Africa/Addis_Ababa
Bahrain International Airport,Bahrain,Bahrain,BAH,OBBI,26.27079964,50.63359833,6,3,U,Asia/Bahrain
Baie Comeau Airport,Baie Comeau,Canada,YBC,CYBC,49.13249969,-68.20439911,71,-5,A,America/Toronto
Baillif Airport,Basse Terre,Guadeloupe,BBR,TFFB,16.01329994,-61.74219894,59,-4,U,America/Guadeloupe
Baimuru Airport,Baimuru,Papua New Guinea,VMU,AYBA,-7.496860027,144.8199005,27,10,U,Pacific/Port_Moresby
Baita International Airport,Hohhot,China,HET,ZBHH,40.851398,111.823997,3556,8,U,Asia/Shanghai
Bajhang Airport,Bajhang,Nepal,BJH,VNBG,29.53899956,81.18540192,4100,5.75,N,Asia/Katmandu
Bakalalan Airport,Bakalalan,Malaysia,BKM,WBGQ,3.973999977,115.6179962,2900,8,N,Asia/Kuala_Lumpur
Bakel Airport,Bakel,Senegal,BXE,GOTB,14.84729958,-12.46829987,98,0,N,Africa/Dakar
Baker Lake Airport,Baker Lake,Canada,YBK,CYBK,64.29889679,-96.07779694,59,-6,A,America/Winnipeg
Bakki Airport,Bakki,Iceland,\N,BIBA,63.55609894,-20.13750076,45,0,N,Atlantic/Reykjavik
Bakshi Ka Talab Air Force Station,Bakshi Ka Talab,India,\N,VIBL,26.98830032,80.89309692,385,5.5,N,Asia/Calcutta
Balakovo Airport,Balakovo,Russia,BWO,UWSB,51.85829926,47.74560165,95,3,N,Europe/Moscow
Balimo Airport,Balimo,Papua New Guinea,OPU,AYBM,-8.050000191,142.9329987,51,10,U,Pacific/Port_Moresby
Balıkesir Körfez Airport,Balikesir Korfez,Turkey,EDO,LTFD,39.55459976,27.01379967,50,3,E,Europe/Istanbul
Balıkesir Merkez Airport,Balikesir,Turkey,BZI,LTBF,39.61930084,27.9260006,340,3,E,Europe/Istanbul
Balkhash Airport,Balkhash,Kazakhstan,BXH,UAAH,46.8932991,75.00499725,1446,6,U,Asia/Qyzylorda
Ballalae Airport,Ballalae,Solomon Islands,BAS,AGGE,-6.990745,155.886656,5,11,U,Pacific/Guadalcanal
Ballina Byron Gateway Airport,Ballina Byron Bay,Australia,BNK,YBNA,-28.83390045,153.5619965,7,10,O,Australia/Sydney
Balmaceda Airport,Balmaceda,Chile,BBA,SCBA,-45.91609955,-71.6894989,1722,-4,S,America/Santiago
Bălți International Airport,Saltsy,Moldova,BZY,LUBL,47.843056,27.777222,758,2,E,Europe/Chisinau
Baltimore/Washington International Thurgood Marshall Airport,Baltimore,United States,BWI,KBWI,39.1754,-76.668297,146,-5,A,America/New_York
Bam Airport,Bam,Iran,BXR,OIKM,29.08419991,58.45000076,3231,3.5,E,Asia/Tehran
Bamenda Airport,Bamenda,Cameroon,BPC,FKKV,6.039239883,10.1225996,4065,1,N,Africa/Douala
Ban Huoeisay Airport,Huay Xai,Laos,HOE,VLHS,20.25729942,100.4369965,1380,7,N,Asia/Vientiane
Banak Airport,Lakselv,Norway,LKL,ENNA,70.06880188,24.9734993,25,1,E,Europe/Oslo
Bananera Airport,Bananera,Guatemala,\N,MGBN,15.47350025,-88.83719635,130,-6,U,America/Guatemala
Bancasi Airport,Butuan,Philippines,BXU,RPME,8.9515,125.4788,141,8,N,Asia/Manila
Bandar Abbas International Airport,Bandar Abbas,Iran,BND,OIKB,27.21829987,56.37779999,22,3.5,E,Asia/Tehran
Bandar Lengeh Airport,Bandar Lengeh,Iran,BDH,OIBL,26.53199959,54.82479858,67,3.5,E,Asia/Tehran
Bandaranaike International Colombo Airport,Colombo,Sri Lanka,CMB,VCBI,7.180759907,79.88410187,30,5.5,U,Asia/Colombo
Bandırma Airport,Bandirma,Turkey,BDM,LTBG,40.31800079,27.97769928,170,3,E,Europe/Istanbul
Bandundu Airport,Bandoundu,Congo (Kinshasa),FDU,FZBO,-3.311320066,17.38170052,1063,1,N,Africa/Kinshasa
Băneasa International Airport,Bucharest,Romania,BBU,LRBS,44.50320053,26.10210037,297,2,E,Europe/Bucharest
Bangoka International Airport,Kisangani,Congo (Kinshasa),FKI,FZIC,0.4816389978,25.33799934,1417,2,U,Africa/Lubumbashi
Bangor International Airport,Bangor,United States,BGR,KBGR,44.80739975,-68.82810211,192,-5,A,America/New_York
Bangui M'Poko International Airport,Bangui,Central African Republic,BGF,FEFF,4.398479939,18.51880074,1208,1,N,Africa/Bangui
Banja Luka International Airport,Banja Luka,Bosnia and Herzegovina,BNX,LQBK,44.94139862,17.29750061,400,1,E,Europe/Sarajevo
Banjul International Airport,Banjul,Gambia,BJL,GBYD,13.3380003,-16.6522007,95,0,N,Africa/Banjul
Banmaw Airport,Banmaw,Burma,BMO,VYBM,24.2689991,97.24620056,370,6.5,U,Asia/Rangoon
Bannu Airport,Bannu,Pakistan,BNP,OPBN,32.9729,70.527901,1325,5,N,Asia/Karachi
Bao'anying Airport,Panzhihua,China,PZI,ZUZH,26.54,101.79852,1620,8,N,Asia/Shanghai
Baotou Airport,Baotou,China,BAV,ZBOW,40.56000137,109.9970016,3321,8,U,Asia/Shanghai
Bar Yehuda Airfield,Metzada,Israel,MTZ,LLMZ,31.32819939,35.3885994,-1266,2,E,Asia/Jerusalem
Baracoa Airport,Magangue,Colombia,MGN,SKMG,9.28474,-74.8461,178,-5,U,America/Bogota
Barcaldine Airport,Barcaldine,Australia,BCI,YBAR,-23.56529999,145.3070068,878,10,O,Australia/Brisbane
Barcelona International Airport,Barcelona,Spain,BCN,LEBL,41.2971,2.07846,12,1,E,Europe/Madrid
Bardufoss Airport,Bardufoss,Norway,BDU,ENDU,69.05580139,18.54039955,252,1,E,Europe/Oslo
Bareilly Air Force Station,Bareilly,India,BEK,VIBY,28.42210007,79.45079803,580,5.5,N,Asia/Calcutta
Bari Karol Wojtyła Airport,Bari,Italy,BRI,LIBD,41.138901,16.760599,177,1,E,Europe/Rome
Barinas Airport,Barinas,Venezuela,BNS,SVBI,8.615,-70.21416667,615,-4,U,America/Caracas
Bario Airport,Bario,Malaysia,BBN,WBGZ,3.733890057,115.4789963,3350,8,N,Asia/Kuala_Lumpur
Barisal Airport,Barisal,Bangladesh,BZL,VGBR,22.8010006,90.30120087,23,6,U,Asia/Dhaka
Barkarby Airport,Stockholm,Sweden,\N,ESKB,59.41447436,17.8821373,50,1,E,Europe/Stockholm
Barking Sands Airport,Barking Sands,United States,BKH,PHBK,22.02280045,-159.7850037,23,-10,A,Pacific/Honolulu
Barkley Regional Airport,PADUCAH,United States,PAH,KPAH,37.06079865,-88.77380371,410,-6,A,America/Chicago
Barksdale Air Force Base,Shreveport,United States,BAD,KBAD,32.50180054,-93.66269684,166,-6,A,America/Chicago
Barnaul Airport,Barnaul,Russia,BAX,UNBB,53.36380005,83.53849792,837,7,N,Asia/Krasnoyarsk
Barnstable Municipal Boardman Polando Field,Barnstable,United States,HYA,KHYA,41.66930008,-70.28040314,54,-5,A,America/New_York
Barquisimeto International Airport,Barquisimeto,Venezuela,BRM,SVBM,10.04274654,-69.35861969,2042,-4,U,America/Caracas
Barra Airport,Barra,United Kingdom,BRR,EGPR,57.0228,-7.44306,5,0,E,Europe/London
Barra del Colorado Airport,Pococi,Costa Rica,BCL,MRBC,10.76869965,-83.58560181,3,-6,U,America/Costa_Rica
Barra do Garças Airport,Barra Do Garcas,Brazil,BPG,SBBW,-15.86130047,-52.38890076,1147,-4,S,America/Campo_Grande
Barrow Walney Island Airport,Barrow Island,United Kingdom,BWF,EGNL,54.1286111,-3.2675,173,0,E,Europe/London
Barter Island LRRS Airport,Barter Island,United States,BTI,PABA,70.13400269,-143.5820007,2,-9,A,America/Anchorage
Barth Airport,Barth,Germany,BBH,EDBH,54.338253,12.710515,23,1,E,Europe/Berlin
Bartolomeu Lisandro Airport,Campos,Brazil,CAW,SBCP,-21.69829941,-41.30170059,57,-3,S,America/Sao_Paulo
Barysiai Airport,Barysiai,Lithuania,HLJ,EYSB,56.0705986,23.55809975,270,2,E,Europe/Vilnius
Basa Air Base,Floridablanca,Philippines,\N,RPUF,14.98724,120.492554,151,8,N,Asia/Manila
Basango Mboliasa Airport,Kiri,Congo (Kinshasa),KRZ,FZBT,-1.434999943,19.02400017,1013,1,N,Africa/Kinshasa
Basankusu Airport,Basankusu,Congo (Kinshasa),BSU,FZEN,1.224720001,19.78890038,1217,1,N,Africa/Kinshasa
Basco Airport,Basco,Philippines,BSO,RPUO,20.4513,121.980003,291,8,N,\N
Base Aérea de Santos Airport,Santos,Brazil,SSZ,SBST,-23.92805672,-46.29972076,10,-3,S,America/Sao_Paulo
Basrah International Airport,Basrah,Iraq,BSR,ORMM,30.54910088,47.66210175,11,3,U,Asia/Baghdad
Bassatine Airport,Meknes,Morocco,MEK,GMFM,33.8791008,-5.515120029,1890,0,N,Africa/Casablanca
Bassel Al-Assad International Airport,Latakia,Syria,LTK,OSLK,35.40110016,35.94869995,157,2,E,Asia/Damascus
Bastak Airport,Bastak,Iran,\N,OIBH,27.21269989,54.3185997,1350,3.5,E,Asia/Tehran
Bastia-Poretta Airport,Bastia,France,BIA,LFKB,42.55270004,9.483730316,26,1,E,Europe/Paris
Bata Airport,Bata,Equatorial Guinea,BSG,FGBT,1.905470014,9.805680275,13,1,N,Africa/Malabo
Bateen Airport,Abu Dhabi,United Arab Emirates,AZI,OMAD,24.42830086,54.45809937,16,4,U,Asia/Dubai
Bathurst Airport,Bathurst,Canada,ZBF,CZBF,47.62969971,-65.73889923,193,-4,A,America/Halifax
Bathurst Airport,Bathurst,Australia,BHS,YBTH,-33.40940094,149.6519928,2435,10,O,Australia/Sydney
Batman Airport,Batman,Turkey,BAL,LTCJ,37.92900085,41.11660004,1822,3,E,Europe/Istanbul
Batna Airport,Batna,Algeria,BLJ,DABT,35.7521019,6.308589935,2697,1,N,Africa/Algiers
Baton Rouge Metropolitan Airport,Baton Rouge,United States,BTR,KBTR,30.533199,-91.149597,70,-6,A,America/Chicago
Båtsfjord Airport,Batsfjord,Norway,BJF,ENBS,70.60050201,29.69140053,490,1,E,Europe/Oslo
Battambang Airport,Battambang,Cambodia,BBM,VDBG,13.09560013,103.223999,59,7,U,Asia/Phnom_Penh
Batticaloa Airport,Batticaloa,Sri Lanka,BTC,VCCB,7.70576,81.678802,20,5.5,U,Asia/Colombo
Batu Licin Airport,Batu Licin,Indonesia,BTW,WAOC,-3.412410021,115.9950027,3,8,N,Asia/Makassar
Batumi International Airport,Batumi,Georgia,BUS,UGSB,41.61029816,41.59970093,105,4,N,Asia/Tbilisi
Baudette International Airport,Baudette,United States,BDE,KBDE,48.72840118,-94.61219788,1086,-6,A,America/Chicago
Bauerfield International Airport,Port-vila,Vanuatu,VLI,NVVV,-17.69930077,168.3200073,70,11,U,Pacific/Efate
Bauru Airport,Bauru,Brazil,BAU,SBBU,-22.34499931,-49.05379868,2025,-3,S,America/Sao_Paulo
Bayankhongor Airport,Bayankhongor,Mongolia,BYN,ZMBH,46.16329956,100.7040024,6085,8,U,Asia/Ulaanbaatar
Bayreuth Airport,Bayreuth,Germany,BYU,EDQD,49.985001,11.64,1601,1,E,Europe/Berlin
Beale Air Force Base,Marysville,United States,BAB,KBAB,39.13610077,-121.4369965,113,-8,A,America/Los_Angeles
Bearskin Lake Airport,Bearskin Lake,Canada,XBE,CNE3,53.96559906,-91.02719879,800,-6,A,America/Winnipeg
Beaufort County Airport,Beaufort,United States,BFT,KARW,32.41220093,-80.63439941,10,-5,A,America/New_York
Beaune-Challanges Airport,Beaune,France,\N,LFGF,47.005901,4.89342,656,1,E,Europe/Paris
Beauregard Regional Airport,Deridder,United States,DRI,KDRI,30.83169937,-93.33989716,202,-6,A,America/Chicago
Beauvechain Air Base,Beauvechain,Belgium,\N,EBBE,50.75859833,4.768330097,370,1,E,Europe/Brussels
Béchar Boudghene Ben Ali Lotfi Airport,Béchar,Algeria,CBH,DAOR,31.64570045,-2.269860029,2661,1,N,Africa/Algiers
Bedourie Airport,Bedourie,Australia,BEU,YBIE,-24.34609985,139.4600067,300,10,O,Australia/Brisbane
Beersheba (Teyman) Airport,Beer-sheba,Israel,BEV,LLBS,31.28700066,34.72299957,656,2,E,Asia/Jerusalem
Begishevo Airport,Nizhnekamsk,Russia,NBC,UWKE,55.56470108,,,,,
Begumpet Airport,Hyderabad,India,BPM,VOHY,17.4531002,78.46759796,1742,5.5,N,Asia/Calcutta
Beica Airport,Beica,Ethiopia,BEI,HABE,9.386389732,34.52190018,5410,3,U,Africa/Addis_Ababa
Beihai Airport,Beihai,China,BHY,ZGBH,21.5394,109.293999,0,8,U,Asia/Shanghai
Beihan Airport,Beihan,Yemen,BHN,OYBN,14.78199959,45.7201004,3800,3,U,Asia/Aden
Beijing Capital International Airport,Beijing,China,PEK,ZBAA,40.08010101,116.5849991,116,8,U,Asia/Shanghai
Beijing Nanyuan Airport,Beijing,China,NAY,ZBNY,39.78279877,116.3880005,0,8,U,Asia/Shanghai
